Project,Location,z [m],qc [MPa],qt [MPa],fs [MPa],u2 [MPa],Qt [-],Fr [%],Bq [-],Ic [-],Vertical total stress [kPa],Vertical effective stress [kPa],Void ratio from CPT [-],Total unit weight [kN/m3],Vs [m/s]
HKW,HKW035-SCPT,42.1462455,18.02804,18.05119544,0.17247568,0.055132,44.18318759,1.025267529,-0.022521997,2.126226275,821.73,389.795,0.333643569,19.5,330.9312648
HKW,HKW035-SCPT,49.48744189,30.3198,30.48242064,0.36942288,0.387192,64.50517335,1.297353865,-0.003655955,2.050462293,964.86,457.69,0.208291831,19.5,330.9312648
HKW,HKW035-SCPT,40.64559452,18.08536,18.06441712,0.15743464,-0.049864,45.94096978,0.947402956,-0.027417081,2.077945738,792.48,375.92,0.353176036,19.5,339.6783247
HKW,HKW035-SCPT,50.94955823,18.88392,19.12393992,0.27677644,0.571476,38.47372579,1.661886032,0.004786298,2.335256578,993.33,471.195,0.242268006,19.5,354.3577865
HKW,HKW035-SCPT,52.40058198,27.84416,28.02264992,0.27598616,0.424976,55.70372962,1.022115965,-0.004241774,2.046936892,1021.8,484.7,0.236104116,19.5,354.3577865
HKW,HKW035-SCPT,11.9309981,21.27292,21.33659536,0.17177808,0.151608,191.3845924,0.82077326,0.001419197,1.630306949,232.83,110.445,0.532390568,19.5,222.7752717
HKW,HKW035-SCPT,5.930719025,20.71248,20.740074,0.141122,0.0657,374.9491923,0.683496177,0.000262247,1.483676445,115.83,54.945,0.706410157,19.5,246.5274976
HKW,HKW035-SCPT,7.940564061,17.91396,17.95620192,0.14160332,0.100576,242.5306866,0.795618547,0.001081787,1.607681568,154.83,73.445,0.644401663,19.5,251.4224391
HKW,HKW035-SCPT,14.9206224,35.9204,35.98032056,0.3273026,0.142668,258.2368744,0.919055241,-0.000264427,1.546473138,290.94,138.01,0.391190815,19.5,259.2673289
HKW,HKW035-SCPT,9.027048903,24.29628,24.34268664,0.17739504,0.110492,289.9173294,0.733369064,0.000756331,1.510590916,175.89,83.435,0.577861908,19.5,261.0473838
HKW,HKW035-SCPT,13.93836015,29.653,29.71704496,0.1940432,0.152488,228.4772565,0.66505413,0.000307433,1.479803312,271.83,128.945,0.485139073,19.5,269.1987201
HKW,HKW035-SCPT,10.91790373,25.96532,26.01978056,0.17559884,0.129668,255.2003517,0.682739633,0.00068889,1.49663684,212.94,101.01,0.544519181,19.5,274.8731468
HKW,HKW035-SCPT,17.91652226,27.39716,27.4792364,0.1961352,0.19542,163.6753819,0.723141662,0.000441938,1.580261004,349.44,165.76,0.440857762,19.5,284.8023516
HKW,HKW035-SCPT,36.24319996,23.00032,23.09766088,0.18876812,0.231764,66.79569356,0.853006111,-0.005952954,1.894118717,706.68,335.22,0.3396632,19.5,291.272595
HKW,HKW035-SCPT,10.00931115,23.61004,23.664304,0.16919392,0.1292,253.5565202,0.720895962,0.001144462,1.528987515,195,92.5,0.56731959,19.5,292.2919667
HKW,HKW035-SCPT,6.939741624,29.85596,29.87766392,0.2164644,0.051676,463.9047033,0.729241007,-0.00063671,1.417861847,135.33,64.195,0.589347414,19.5,298.5621357
HKW,HKW035-SCPT,19.91788159,19.22476,19.27007968,0.18808296,0.107904,102.5156672,0.997269601,-0.005166071,1.828332733,388.44,184.26,0.431335365,19.5,298.5621357
HKW,HKW035-SCPT,12.93154134,36.65532,36.7197732,0.24692724,0.15346,304.472945,0.671957692,0.000586913,1.408366875,252.33,119.695,0.460634121,19.5,301.648349
HKW,HKW035-SCPT,21.37899669,21.21156,21.31039272,0.18309,0.235316,105.7210771,0.880121418,0.000796717,1.772855635,416.91,197.765,0.423813931,19.5,309.727945
HKW,HKW035-SCPT,28.84418978,21.15988,21.20883688,0.17240688,0.116564,77.39393541,0.834898618,-0.008647147,1.841338869,562.38,266.77,0.388133551,19.5,309.727945
HKW,HKW035-SCPT,30.31158679,16.17528,16.21625856,0.15941716,0.097568,55.77760127,1.123314257,-0.014747123,2.060110359,591.24,280.46,0.392710336,19.5,309.7395352
HKW,HKW035-SCPT,16.90970345,23.22904,23.2844296,0.18119868,0.13188,146.8014699,0.796483363,-0.00159791,1.653547331,329.55,156.325,0.463769703,19.5,313.689714
HKW,HKW035-SCPT,18.92334106,35.66928,35.7363036,0.25506256,0.15958,202.1099973,0.723844049,-0.00107252,1.501034821,368.94,175.01,0.392624888,19.5,328.1205944
HKW,HKW035-SCPT,31.83088093,23.33,23.3571404,0.19819776,0.06462,77.18513442,0.873180381,-0.011584255,1.844859398,620.88,294.52,0.355850966,19.5,330.4644798
HKW,HKW035-SCPT,24.41309564,25.57944,25.60182264,0.19139496,0.053292,111.1641154,0.784219886,-0.007415818,1.696804275,476.19,225.885,0.397838715,19.5,330.8275917
HKW,HKW035-SCPT,25.91104557,21.57204,21.598584,0.18276828,0.0632,87.92459169,0.890367107,-0.009570948,1.81902543,505.44,239.76,0.395737642,19.5,330.8275917
HKW,HKW035-SCPT,33.32997099,22.03896,22.11926904,0.24335604,0.191212,69.68368602,1.239736303,-0.005944287,1.98371749,649.74,308.21,0.320049692,19.5,330.8112973
HKW,HKW035-SCPT,34.82792092,22.27584,22.34101056,0.24840004,0.155168,67.31952644,1.235442621,-0.009591365,2.003250862,678.99,322.085,0.31025052,19.5,330.8112973
HKW,HKW035-SCPT,37.74313495,21.72508,21.83390368,0.202915,0.259104,60.43503076,0.964847171,-0.006045055,1.975708525,735.93,349.095,0.323120124,19.5,334.9187611
HKW,HKW035-SCPT,22.87694662,24.78424,24.8830324,0.19762808,0.23522,115.4808696,0.807268554,1.22E-05,1.705190102,446.16,211.64,0.401464533,19.5,353.8734349
HKW,HKW035-SCPT,27.35223622,25.72196,25.77171824,0.18855452,0.118472,99.69102054,0.753684834,-0.006335999,1.717303486,533.52,253.08,0.382340309,19.5,354.3476557
HKW,HKW035-SCPT,15.90888102,51.3984,51.416922,0.41786484,0.0441,347.9049032,0.818525074,-0.002342781,1.413035986,310.05,147.075,0.344206837,19.5,390.0350825
HKW,HKW035-SCPT,39.23161307,17.40292,17.4421396,0.184257,0.09338,45.90695721,1.22672372,-0.018300429,2.153232579,765.18,362.97,0.333622041,19.5,450.9648525
HKW,HKW033-SCPT,22.8892249,16.97024,17.055122,0.17728116,0.2021,78.52440694,1.068086379,-0.00212259,1.934973554,446.16,211.64,0.419220108,19.5,259.2673289
HKW,HKW033-SCPT,10.97929512,33.5854,33.6419572,0.22007548,0.13466,329.5369266,0.66274776,0.00068007,1.408747262,214.11,101.565,0.503696297,19.5,261.6380442
HKW,HKW033-SCPT,25.94651615,22.70936,22.81841888,0.23615272,0.259664,93.04520411,1.063108476,-0.000209395,1.860798964,505.83,239.945,0.355369571,19.5,262.7619817
HKW,HKW033-SCPT,28.77052011,27.34904,27.45155696,0.27978116,0.244088,100.9984025,1.042531932,-0.001767495,1.815410127,561.21,266.215,0.315675532,19.5,274.3109863
HKW,HKW033-SCPT,12.14573154,23.0818,23.14667488,0.18010672,0.154464,204.2149559,0.786657122,0.001330465,1.593392045,236.73,112.295,0.521241119,19.5,289.6393375
HKW,HKW033-SCPT,9.014770625,31.3364,31.38476384,0.18339212,0.115152,374.2916781,0.58815595,0.000730814,1.366987996,175.89,83.435,0.570895259,19.5,291.71736
HKW,HKW033-SCPT,18.11297471,34.85684,34.94686448,0.2886274,0.214344,206.404571,0.834192396,0.000827254,1.549690376,353.34,167.61,0.378608458,19.5,290.7032938
HKW,HKW033-SCPT,31.85236792,34.73,34.87193816,0.30448012,0.337948,116.2108872,0.88856597,0.000343235,1.702930923,621.27,294.705,0.289333239,19.5,290.7032938
HKW,HKW033-SCPT,13.04204585,31.54232,31.60219856,0.24516144,0.142568,260.0759032,0.782237301,0.000312009,1.505949204,254.28,120.62,0.456545772,19.5,292.8196089
HKW,HKW033-SCPT,14.12253432,36.83436,36.90867312,0.30842064,0.176936,280.7225086,0.841744285,0.000892906,1.496924024,275.34,130.61,0.407206127,19.5,292.8196089
HKW,HKW033-SCPT,30.2930266,26.71468,26.827366,0.29912848,0.2683,93.69566978,1.250573407,-0.001232091,1.891309943,590.85,280.275,0.299876229,19.5,293.8720513
HKW,HKW033-SCPT,33.38715268,34.16932,34.3157824,0.30744256,0.34872,109.022751,0.913045537,0.000193268,1.732681393,650.91,308.765,0.281459333,19.5,355.6227823
HKW,HKW033-SCPT,39.28072618,37.90816,38.09000656,0.39120992,0.432968,102.72376,1.048668454,0.000812535,1.796866014,765.96,363.34,0.228015626,19.5,382.4321162
HKW,HKW033-SCPT,5.00370273,15.55056,15.57111312,0.10126164,0.048936,334.3106392,0.653941307,-0.00014222,1.531325229,97.5,46.25,0.814604364,19.5,204.794455
HKW,HKW033-SCPT,5.993823078,12.24904,12.27213832,0.10322288,0.054996,220.3700493,0.87623811,-0.000637647,1.714042383,117,55.5,0.770402354,19.5,258.5279929
HKW,HKW033-SCPT,6.983943425,17.59116,17.62414344,0.1153006,0.078532,271.0542957,0.660402811,0.000438659,1.541982516,136.11,64.565,0.71242132,19.5,246.1965364
HKW,HKW033-SCPT,8.009425213,23.96024,24.00222656,0.16809088,0.099968,322.4917146,0.704906146,0.000757962,1.486238223,156,74,0.60995854,19.5,260.2419343
HKW,HKW033-SCPT,10.02502735,32.3688,32.42436096,0.19085732,0.132288,347.7769103,0.592288839,0.000917643,1.372334572,195.39,92.685,0.544549727,19.5,260.2419343
HKW,HKW033-SCPT,14.97562908,36.48156,36.54498504,0.2705422,0.151012,261.6279053,0.74599418,-8.54E-05,1.466508964,292.11,138.565,0.418276985,19.5,292.4186877
HKW,HKW033-SCPT,16.03647231,24.6348,24.69956232,0.21869856,0.154196,163.9602347,1.010129884,4.38E-05,1.700457308,312.78,148.37,0.442599523,19.5,247.9957172
HKW,HKW033-SCPT,16.99123122,38.64176,38.71050056,0.31005572,0.163668,244.2914254,0.809915066,-0.000293714,1.499054114,331.5,157.25,0.377783531,19.5,292.4186877
HKW,HKW033-SCPT,18.97147191,30.98472,31.0796232,0.2634374,0.22596,175.0801097,0.870059165,0.001081211,1.610426585,370.11,175.565,0.385368007,19.5,290.8943926
HKW,HKW033-SCPT,19.96159226,20.48476,20.57967664,0.1929382,0.225992,109.4538295,0.971091266,0.00107922,1.798299992,389.22,184.63,0.426107402,19.5,276.7982598
HKW,HKW033-SCPT,21.48213422,11.27936,11.209346,0.1365184,-0.1667,54.33540872,1.276506931,-0.036199613,2.122787729,418.86,198.69,0.473591942,19.5,236.9958405
HKW,HKW033-SCPT,24.45249527,20.07488,20.15010032,0.191352,0.179096,87.02202606,0.979129589,-0.003276067,1.86560546,476.97,226.255,0.397091675,19.5,260.2419343
HKW,HKW033-SCPT,27.45821775,23.21168,23.32944968,0.21751916,0.280404,89.69368583,0.955717843,3.01E-05,1.836918993,535.47,254.005,0.360036753,19.5,310.1263994
HKW,HKW033-SCPT,34.81339747,21.381,21.54003888,0.22074696,0.378664,64.76851743,1.060652998,0.001073303,1.981887269,678.99,322.085,0.322165643,19.5,337.5814097
HKW,HKW033-SCPT,36.29857799,52.7772,52.92501816,0.49629016,0.351948,155.4992543,0.948168999,-0.00042201,1.615941642,707.85,335.775,0.208445651,19.5,450.4168412
HKW,HKW033-SCPT,37.81911995,30.65864,30.84244376,0.31571884,0.437628,86.04841619,1.048476309,0.001661156,1.864110474,737.49,349.835,0.261016843,19.5,380.895197
HKW,HKW033-SCPT,48.0756758,23.2146,23.2647732,0.22165056,0.11946,50.20704852,1.021052139,-0.016766681,2.077092096,937.56,444.74,0.278235947,19.5,309.4240982
HKW,HKW033-SCPT,49.53336786,34.67948,34.79524544,0.37967996,0.275632,73.80488249,1.152449746,-0.007092025,1.957105012,966.03,458.245,0.20746693,19.5,329.9914115
HKW,HKW033-SCPT,52.48198684,22.41044,22.596038,0.3191838,0.4419,44.44891282,1.604437886,-0.002529059,2.271611097,1023.36,485.44,0.21984096,19.5,339.7775233
HKW,HKW033-SCPT,42.22652843,20.81956,20.97385288,0.24782028,0.367364,51.61298733,1.222265953,-0.003014474,2.120243433,823.29,390.535,0.281996243,19.5,341.6819822
HKW,HKW033-SCPT,43.73818133,11.47932,11.49719688,0.246184,0.042564,26.29847064,2.480190185,-0.039161548,2.600955455,852.93,404.595,0.276402174,19.5,353.266192
HKW,HKW033-SCPT,45.1695366,10.51976,10.50738512,0.23071256,-0.029464,23.04734268,2.521155343,-0.05315777,2.656609068,880.62,417.73,0.279901021,19.5,354.1298804
HKW,HKW033-SCPT,50.98154195,18.47812,18.667204,0.29924164,0.4502,37.46696299,1.842771858,-0.001596379,2.37921728,994.11,471.565,0.2321061,19.5,359.3284267
HKW,HKW033-SCPT,40.75831054,17.0598,17.27166984,0.29939608,0.504452,43.76609557,2.327786632,0.009297964,2.37824842,794.82,377.03,0.259345477,19.5,361.8996978
HKW,HKW033-SCPT,46.61946605,8.47108,8.53993816,0.1500718,0.163948,17.67122347,2.310873846,-0.055706352,2.764248308,909.09,431.235,0.34178149,19.5,381.8470574
HKW,HKW031-SCPT,5.022126444,23.13852,23.16126552,0.13988664,0.054156,496.9339092,0.607204973,0.000119272,1.395885275,97.89,46.435,0.74225042,19.5,258.7477516
HKW,HKW031-SCPT,19.01408053,16.02272,16.0494236,0.15276276,0.06358,89.08809822,0.979296581,-0.008312279,1.876792848,370.89,175.935,0.472311725,19.5,261.0041123
HKW,HKW031-SCPT,6.031149043,23.68016,23.70780104,0.14435016,0.065812,422.4527239,0.612005383,0.000165724,1.413307591,117.78,55.87,0.695714861,19.5,263.3741703
HKW,HKW031-SCPT,19.97327661,16.68964,16.75184872,0.13406132,0.148116,88.51496112,0.820364511,-0.003493526,1.821966401,389.61,184.815,0.48576894,19.5,264.5851355
HKW,HKW031-SCPT,7.054455822,19.70964,19.73908368,0.16198,0.070104,300.0375032,0.826176231,-0.000101127,1.574200892,137.67,65.305,0.641495556,19.5,280.291197
HKW,HKW031-SCPT,17.99019193,18.19492,18.22184368,0.18559708,0.064104,107.3383969,1.040285888,-0.006670836,1.835476646,351,166.5,0.450407865,19.5,281.5315292
HKW,HKW031-SCPT,17.00792968,21.73748,21.764528,0.21304284,0.0644,136.1902241,1.004477896,-0.005161265,1.753245568,331.5,157.25,0.436719381,19.5,284.8023516
HKW,HKW031-SCPT,9.021052535,36.02372,36.06328568,0.29385608,0.094204,429.9146609,0.818542801,4.83E-05,1.435307533,175.89,83.435,0.487905102,19.5,285.8717526
HKW,HKW031-SCPT,22.95061629,18.77528,18.84374168,0.15328872,0.163004,86.62381937,0.834480405,-0.003882394,1.817298945,447.72,212.38,0.442473002,19.5,291.7633702
HKW,HKW031-SCPT,21.44237915,19.73292,19.80936168,0.17942628,0.182004,97.76233781,0.925734558,-0.001933287,1.813914057,418.08,198.32,0.426777462,19.5,303.7845505
HKW,HKW031-SCPT,8.026226466,32.79904,32.83545232,0.25453916,0.086696,440.0863015,0.778016094,0.000138843,1.430473657,156.39,74.185,0.533784958,19.5,304.6915231
HKW,HKW031-SCPT,12.02294876,34.40488,34.45815112,0.2786402,0.126836,307.7574788,0.813955137,0.000105976,1.48153211,234.39,111.185,0.448734966,19.5,313.1972335
HKW,HKW031-SCPT,13.01120738,33.41112,33.46859784,0.2787274,0.136852,275.8785176,0.839237709,0.000103316,1.51154317,253.89,120.435,0.435701191,19.5,315.6405793
HKW,HKW031-SCPT,16.00111087,21.42656,21.46530752,0.25658704,0.092256,143.173903,1.396119801,-0.002819488,1.832746666,312,148,0.417463246,19.5,319.5402819
HKW,HKW031-SCPT,10.00931115,36.3144,36.35858064,0.28991928,0.105192,391.0742114,0.801584056,7.55E-05,1.43773915,195,92.5,0.47285695,19.5,323.3818618
HKW,HKW031-SCPT,14.01100663,36.79652,36.85837088,0.2123816,0.147264,282.2225801,0.581908666,9.62E-05,1.372055493,273.39,129.685,0.468283052,19.5,332.3276859
HKW,HKW031-SCPT,11.01612996,36.69476,36.74364464,0.3021238,0.116392,358.6631646,0.827162831,9.68E-05,1.457991043,214.89,101.935,0.44984243,19.5,336.4821795
HKW,HKW031-SCPT,24.42400966,21.99032,22.08900656,0.17831468,0.234968,95.61190264,0.827741864,-0.000715275,1.77800703,476.19,225.885,0.407997618,19.5,354.3577865
HKW,HKW031-SCPT,34.76231983,30.2136,30.16321848,0.30828188,-0.119956,91.7296917,1.043300137,-0.016261563,1.839283425,677.82,321.53,0.277573578,19.5,354.3577865
HKW,HKW031-SCPT,36.2539942,35.69616,35.80797744,0.4194608,0.266232,104.7062055,1.194359942,-0.003346225,1.840610431,707.07,335.405,0.230928929,19.5,355.2182982
HKW,HKW031-SCPT,15.01285226,36.78156,36.84686328,0.3033098,0.155484,263.3772683,0.831490577,5.19E-05,1.503392977,292.89,138.935,0.400353761,19.5,369.6978853
HKW,HKW031-SCPT,25.89740303,25.51908,25.59201888,0.2219768,0.173664,104.7339367,0.884975661,-0.003439933,1.757714169,505.05,239.575,0.364747684,19.5,381.2385555
HKW,HKW031-SCPT,39.17080636,11.38552,11.38983424,0.19804104,0.010272,29.29526942,2.094447662,-0.034568097,2.495092323,764.01,362.415,0.321978882,19.5,413.1085363
HKW,HKW031-SCPT,30.35441799,23.2976,23.17640312,0.16653156,-0.288564,80.37662399,0.749281501,-0.02701918,1.790220851,592.02,280.83,0.385739362,19.5,413.8543871
HKW,HKW031-SCPT,37.72766677,18.01776,17.94253632,0.19408528,-0.179104,49.29444976,1.169826633,-0.033397532,2.11734715,735.54,348.91,0.33021878,19.5,413.846107
HKW,HKW031-SCPT,28.85225836,23.44312,23.56008832,0.20777732,0.278496,86.14997481,0.903496346,-0.000754184,1.826888055,562.77,266.955,0.357907752,19.5,451.0528636
HKW,HKW031-SCPT,31.82152945,28.01012,28.11675968,0.24563596,0.253904,93.39668239,0.893003262,-0.002664136,1.788407184,620.49,294.335,0.320404438,19.5,451.6409831
HKW,HKW031-SCPT,27.39535296,35.4592,35.55732544,0.2893646,0.233632,138.2184093,0.828610485,-0.001325832,1.63180974,534.3,253.45,0.317905868,19.5,476.9174
HKW,HKW031-SCPT,33.28892646,31.9586,31.93101272,0.23394648,-0.065684,101.6270837,0.750934838,-0.012954298,1.692083514,648.96,307.84,0.320647469,19.5,496.579743
HKW,HKW031-SCPT,40.62406061,19.91504,20.0366888,0.40665656,0.28964,51.33129826,3.155270163,-0.000550468,2.432208451,792.09,375.735,0.222369994,19.5,369.3493714
HKW,HKW031-SCPT,42.06791121,4.72816,5.15793256,0.095897,1.023268,11.14600446,2.279389476,0.160235707,2.899692517,820.17,389.055,0.421476857,19.5,413.1838246
HKW,HKW031-SCPT,44.95854363,12.93788,12.82567616,0.14485872,-0.267152,28.71564583,1.361053154,-0.065455217,2.384991057,876.72,415.88,0.349838502,19.5,412.985853
HKW,HKW031-SCPT,49.75062106,43.92736,44.05947688,0.39570196,0.314564,93.61875973,0.921413813,-0.004315018,1.782636574,970.32,460.28,0.200134418,19.5,446.6642061
HKW,HKW031-SCPT,46.39755653,21.39028,21.48560488,0.2083664,0.226964,47.89267624,1.392977251,-0.006326104,2.181268297,904.8,429.2,0.296979614,19.5,450.9230582
HKW,HKW031-SCPT,43.50751989,14.15324,14.05559504,0.20373232,-0.232488,32.83424515,2.126835346,-0.069739109,2.450107438,848.25,402.375,0.309693611,19.5,495.09015
HKW,HKW031-SCPT,47.81140386,22.92892,22.99944472,0.18717884,0.167916,49.89588839,0.847847327,-0.014815169,2.027970643,932.49,442.335,0.30086571,19.5,495.9407109
HKW,HKW025-SCPT,8.983932159,20.6568,20.70443976,0.1568068,0.113428,247.2200698,0.763922539,0.001041776,1.570646149,175.11,83.065,0.600892326,19.5,247.965679
HKW,HKW025-SCPT,9.966194408,23.22356,23.27348624,0.16955704,0.118872,250.7572282,0.735762244,0.000729509,1.539582304,194.22,92.13,0.567259389,19.5,261.3025622
HKW,HKW025-SCPT,11.95527546,33.89644,33.95714512,0.22493292,0.144536,304.4702647,0.668274983,0.000660499,1.422122,233.22,110.63,0.486075131,19.5,261.3025622
HKW,HKW025-SCPT,6.988854736,19.90244,19.94007368,0.13636596,0.089604,307.0369681,0.688235897,0.00091565,1.516049385,136.11,64.565,0.677941209,19.5,275.1285499
HKW,HKW025-SCPT,7.977113354,21.48736,21.52872832,0.15419876,0.098496,289.5158075,0.721245704,0.000782352,1.525085385,155.61,73.815,0.627371957,19.5,275.1155016
HKW,HKW025-SCPT,10.96701685,20.12536,20.17712752,0.14909468,0.123256,196.7107752,0.753215442,0.000538122,1.606570109,213.72,101.38,0.573496573,19.5,275.1285499
HKW,HKW025-SCPT,17.92400901,15.63796,15.71002192,0.16146824,0.171576,92.49473073,1.136475216,-0.000526535,1.921703032,349.44,165.76,0.473695474,19.5,309.9910677
HKW,HKW025-SCPT,18.92933743,32.97704,33.06252176,0.27890744,0.203528,186.7244093,0.856820617,0.000300622,1.584426571,368.94,175.01,0.377389808,19.5,310.9375364
HKW,HKW025-SCPT,5.982035931,28.91748,28.9478796,0.19777172,0.07238,522.0699102,0.686934412,0.000392897,1.391978078,116.61,55.315,0.634614298,19.5,329.2735273
HKW,HKW025-SCPT,12.9560979,26.22712,26.29089448,0.2134184,0.151844,217.7314589,0.821419868,0.00073249,1.584873313,252.72,119.88,0.484697563,19.5,330.2098045
HKW,HKW025-SCPT,16.94025638,18.77536,18.79560064,0.18296376,0.048192,117.9500768,1.004644793,-0.006691857,1.80116658,330.33,156.695,0.461997011,19.5,331.1325934
HKW,HKW025-SCPT,19.91788159,11.42196,11.52248952,0.16751076,0.239356,60.48826413,1.6920708,0.008726832,2.188055503,388.44,184.26,0.463400642,19.5,331.1434344
HKW,HKW025-SCPT,22.87694662,11.73124,11.8538464,0.16341744,0.29192,53.91930536,1.773517676,0.013254821,2.252824626,446.16,211.64,0.441250309,19.5,331.1434344
HKW,HKW025-SCPT,28.84418978,28.28356,28.36762048,0.24553368,0.200144,104.2712763,0.894169864,-0.003766159,1.749698014,562.38,266.77,0.334557226,19.5,331.1434344
HKW,HKW025-SCPT,30.28273939,12.94172,13.03430816,0.20067916,0.220448,44.38642051,1.777006125,-0.006058641,2.287998972,590.46,280.09,0.357626625,19.5,331.2316145
HKW,HKW025-SCPT,31.7969729,9.95996,10.03404632,0.2928652,0.176396,31.99364518,3.15471323,-0.01490836,2.60247179,620.1,294.15,0.296344755,19.5,331.1325934
HKW,HKW025-SCPT,39.13938321,20.09648,20.0866184,0.17311232,-0.02348,53.34577876,1.028365295,-0.024631552,2.034045081,763.23,362.045,0.342749149,19.5,331.1542751
HKW,HKW025-SCPT,13.96291671,39.34044,39.39896952,0.32089588,0.139356,303.013029,0.820125615,-9.59E-05,1.466539257,272.22,129.13,0.402252084,19.5,354.5559377
HKW,HKW025-SCPT,14.95117532,34.6616,34.71580688,0.27112,0.129064,248.7394787,0.788126412,-0.000698196,1.500455531,291.72,138.38,0.417853417,19.5,354.5458126
HKW,HKW025-SCPT,21.41583152,24.82584,24.88998576,0.19464392,0.152728,123.4127272,0.832385456,-0.002412827,1.696008069,417.69,198.135,0.415856422,19.5,354.5559377
HKW,HKW025-SCPT,24.3994531,31.4862,31.57578768,0.29022568,0.213304,137.8280595,0.964906315,-0.000830314,1.686830331,475.8,225.7,0.335616258,19.5,354.5559377
HKW,HKW025-SCPT,37.67855366,15.40444,15.31419544,0.15151256,-0.214868,41.83918803,1.058092406,-0.041599088,2.154581304,734.76,348.54,0.367767663,19.5,354.5660626
HKW,HKW025-SCPT,15.94600139,33.224,33.26635952,0.25125036,0.100856,223.5314866,0.762394951,-0.001882352,1.513073632,310.83,147.445,0.420170992,19.5,381.4128821
HKW,HKW025-SCPT,36.23803612,11.22604,11.16814384,0.17851452,-0.137848,31.18788146,1.945401231,-0.052600799,2.437678525,706.68,335.22,0.352428032,19.5,382.0483025
HKW,HKW025-SCPT,33.2643699,27.80428,27.94635088,0.205564,0.338264,88.73185501,0.752586646,-0.000112583,1.748010915,648.57,307.655,0.339020339,19.5,382.2120695
HKW,HKW025-SCPT,34.73776328,15.75672,15.88874952,0.2010274,0.314356,47.40667017,1.597348821,-0.003989914,2.232726738,677.43,321.345,0.337388107,19.5,381.8079838
HKW,HKW025-SCPT,25.90769024,44.90584,45.02812384,0.37162568,0.291152,185.8954239,0.836481565,0.000587418,1.540480618,505.05,239.575,0.290337827,19.5,413.9365705
HKW,HKW025-SCPT,27.34623985,35.75304,35.86455672,0.25682828,0.265516,139.7214946,0.727005057,-0.000402262,1.582516431,533.13,252.895,0.334930427,19.5,451.1205718
HKW,HKW025-SCPT,40.62893082,22.8034,22.77712312,0.14688096,-0.062564,58.52069063,0.686134938,-0.021791406,1.873200432,792.09,375.735,0.365595948,19.5,352.7778704
HKW,HKW025-SCPT,42.06289308,30.033,30.0420972,0.18808132,0.02166,75.10064479,0.643117518,-0.014134711,1.757435285,820.17,389.055,0.318949238,19.5,328.6690589
HKW,HKW025-SCPT,43.52201258,8.9878,9.27778144,0.17450936,0.690432,20.92494667,2.236271508,0.043266594,2.681270469,848.64,402.56,0.32879572,19.5,289.7899877
HKW,HKW025-SCPT,44.75471698,24.46416,24.55963272,0.2917318,0.227316,57.26453561,1.431933609,-0.009057219,2.126243406,872.82,414.03,0.250844502,19.5,352.1869981
HKW,HKW025-SCPT,46.38993711,11.37908,11.7027152,0.19904828,0.77056,25.18531034,2.062185162,0.046954246,2.5881128,904.41,429.015,0.301017641,19.5,308.0933381
HKW,HKW025-SCPT,47.59748428,33.2848,33.3511516,0.26032948,0.15798,73.62786223,0.813188863,-0.010341914,1.840882032,928.2,440.3,0.257786117,19.5,329.1141579
HKW,HKW022-SCPT,40.73999358,26.0808,26.12259,0.2076762,0.0995,67.1883645,0.833750681,-0.012143559,1.885643196,794.43,376.845,0.30869009,19.5,463.5722967
HKW,HKW022-SCPT,42.22317652,20.05144,20.12293072,0.23976972,0.170216,49.44947583,1.458922158,-0.015215754,2.165771274,823.29,390.535,0.28837562,19.5,446.8915377
HKW,HKW022-SCPT,43.67736919,13.22164,13.17206992,0.29811524,-0.118024,30.50685628,2.505155431,-0.047724647,2.556099084,851.76,404.04,0.249909812,19.5,409.6570125
HKW,HKW022-SCPT,45.12779541,18.5632,18.45870568,0.27109936,-0.248796,42.11347603,1.579217422,-0.040757824,2.283925808,879.84,417.36,0.260468844,19.5,431.3276497
HKW,HKW022-SCPT,46.55048686,12.0586,12.084094,0.29888924,0.0607,25.95821717,2.754207854,-0.039991289,2.649965426,907.92,430.68,0.243711922,19.5,413.3476908
HKW,HKW022-SCPT,48.06277419,30.12988,30.08320288,0.1983022,-0.111136,65.59159281,0.733260095,-0.021715821,1.846061302,937.17,444.555,0.295381352,19.5,413.3476908
HKW,HKW022-SCPT,49.45162464,35.41492,35.34425752,0.31301664,-0.168244,75.08064986,1.011799386,-0.022429346,1.913787351,964.47,457.505,0.23241951,19.5,451.1195556
HKW,HKW022-SCPT,50.97098834,30.06552,30.05314848,0.29890832,-0.029456,61.6067478,1.034705621,-0.019448626,2.006707105,994.11,471.565,0.230116202,19.5,330.6781526
HKW,HKW022-SCPT,52.45023362,30.3366,30.4048248,0.3485034,0.16244,60.53948917,1.290033024,-0.012016544,2.069402705,1022.97,485.255,0.209214259,19.5,382.8273095
HKW,HKW022-SCPT,53.84159504,25.85712,25.91496912,0.22744528,0.137736,49.91125591,0.9607455,-0.016471761,2.069258822,1049.88,498.02,0.260093729,19.5,381.8342409
HKW,HKW022-SCPT,9.041536344,25.40576,25.42926824,0.19441728,0.055972,301.4520013,0.77868212,-0.00125291,1.517743204,176.28,83.62,0.560568092,19.5,259.2301144
HKW,HKW022-SCPT,19.04110043,11.11912,11.20314688,0.1080114,0.200064,61.56872624,1.003493858,0.000467989,2.024666813,371.28,176.12,0.532890134,19.5,259.9016341
