Project,Location,z [m],qc [MPa],qt [MPa],fs [MPa],u2 [MPa],Qt [-],Fr [%],Bq [-],Ic [-],Vertical total stress [kPa],Vertical effective stress [kPa],Void ratio from CPT [-],Total unit weight [kN/m3],Vs [m/s]
HKW,HKW073-SCPT,30.63792391,20.78332,20.84501296,0.20931904,0.146888,71.3931862,1.066242986,-0.008448444,1.950229297,597.48,283.42,0.34935501,19.5,361.6003864
HKW,HKW073-SCPT,36.64304923,21.9164,22.05202976,0.2914364,0.322928,62.98850648,1.36633273,-0.002498477,2.077651899,714.48,338.92,0.277076494,19.5,390.4841985
HKW,HKW073-SCPT,39.62667069,18.7528,18.89989408,0.28998284,0.350224,49.49440212,1.651266655,-0.002780554,2.23685665,772.59,366.485,0.267311589,19.5,396.8372114
HKW,HKW073-SCPT,35.15249038,22.65816,22.78572408,0.29079324,0.303724,67.92099791,1.344112994,-0.002295446,2.047151423,685.62,325.23,0.28414975,19.5,402.8888475
HKW,HKW073-SCPT,29.19460613,11.0252,11.14994504,0.1709612,0.297012,39.24451079,1.814434667,0.004139163,2.365206267,569.4,270.1,0.387194533,19.5,406.4741197
HKW,HKW073-SCPT,32.18540267,27.97856,28.07572616,0.3224222,0.231348,92.19801334,1.175275317,-0.003544205,1.883210113,627.51,297.665,0.280304709,19.5,406.5683654
HKW,HKW073-SCPT,21.69849562,27.4996,27.58623928,0.21452684,0.206284,135.370661,0.789215515,-0.000589421,1.648037854,423.15,200.725,0.396699031,19.5,416.0715967
HKW,HKW073-SCPT,23.18393676,24.5634,24.58958616,0.15859716,0.062348,112.6029954,0.661191462,-0.007172577,1.646747842,452.01,214.415,0.436086321,19.5,419.7842058
HKW,HKW073-SCPT,27.67112369,24.78916,24.85363,0.18525116,0.1535,94.93760165,0.76090985,-0.005379504,1.736769997,539.76,256.04,0.384163136,19.5,419.9141166
HKW,HKW073-SCPT,38.13066158,27.92632,28.06135168,0.3312786,0.321504,77.43559838,1.21501047,-0.002577063,1.954772768,743.73,352.795,0.253978189,19.5,420.1968886
HKW,HKW073-SCPT,33.66230984,24.65476,24.77394424,0.284696,0.283772,77.46460151,1.183479932,-0.002503963,1.948410614,656.37,311.355,0.290826594,19.5,423.730752
HKW,HKW073-SCPT,24.67622342,18.9958,19.09160872,0.1808744,0.228116,81.67147136,1.005395205,-0.001234122,1.911379549,481.26,228.29,0.406944081,19.5,427.1152855
HKW,HKW073-SCPT,19.16047118,26.94612,27.01597776,0.23965828,0.166328,150.4072356,0.974023095,-0.00077476,1.658244901,373.62,177.23,0.414364368,19.5,441.9013059
HKW,HKW073-SCPT,51.56505712,28.46512,28.62099376,0.35164964,0.371128,57.89903345,1.295082328,-0.005560272,2.107432531,1005.42,476.93,0.207258649,19.5,370.3825039
HKW,HKW073-SCPT,48.56056492,31.98368,32.14775048,0.42954288,0.390644,69.4846062,1.381234205,-0.003289449,2.053142255,946.92,449.18,0.190070844,19.5,375.1940722
HKW,HKW073-SCPT,42.61372874,15.305,15.5210144,0.26968692,0.51432,37.2356801,2.006429759,0.008481586,2.408994693,831.09,394.235,0.267961317,19.5,383.5942919
HKW,HKW073-SCPT,54.55721544,21.22772,21.41789432,0.32158288,0.452796,40.3313124,1.769507656,-0.002814241,2.342862635,1063.92,504.68,0.213261775,19.5,384.4752435
HKW,HKW073-SCPT,44.09451357,38.82192,38.98493712,0.4495348,0.388136,93.43771627,1.179817431,-0.001707404,1.872620231,859.95,407.925,0.19775909,19.5,386.9067091
HKW,HKW073-SCPT,45.60588706,27.53904,27.67074696,0.34585024,0.313588,63.46946724,1.327835483,-0.005262708,2.068018867,889.2,421.8,0.224922384,19.5,387.0177556
HKW,HKW073-SCPT,50.07226416,27.23488,27.40014328,0.37006504,0.393484,57.02797777,1.414666702,-0.004494163,2.142401728,976.56,463.24,0.204990497,19.5,393.6211632
HKW,HKW073-SCPT,53.05813583,26.6788,26.84274952,0.35326608,0.390356,52.60175784,1.402202138,-0.005923538,2.180067771,1034.67,490.805,0.203465098,19.5,396.9663167
HKW,HKW073-SCPT,47.08639249,25.51892,25.66291784,0.34717924,0.342852,56.8019341,1.438295431,-0.005282011,2.147321103,918.06,435.49,0.221244785,19.5,409.5183567
HKW,HKW073-SCPT,41.12693668,14.01704,14.19054536,0.24703688,0.413108,35.21094465,1.901159873,2.07E-05,2.419423879,801.84,380.36,0.283369246,19.5,445.8157652
HKW,HKW067-SCPT,12.04021903,18.08976,18.14099664,0.16097988,0.121992,160.8201074,0.898922912,-7.93E-05,1.709648541,234.78,111.37,0.542118268,19.5,291.3183647
HKW,HKW067-SCPT,16.09752962,40.42104,40.48032552,0.27174356,0.141156,269.2432346,0.672667451,-0.000700877,1.42115077,313.95,148.925,0.413769188,19.5,291.8174421
HKW,HKW067-SCPT,18.05739481,23.36184,23.42274,0.21319056,0.145,138.1005726,0.924568101,-0.001691867,1.714159686,352.17,167.055,0.426157708,19.5,292.2319914
HKW,HKW067-SCPT,5.079979099,23.65996,23.68113808,0.1584338,0.050424,502.4053537,0.671816644,-6.90E-05,1.421531951,99.06,46.99,0.712472913,19.5,295.4032941
HKW,HKW067-SCPT,34.96572346,11.7442,11.89668184,0.28077208,0.363052,34.6910904,2.503962613,0.000873244,2.506855674,681.72,323.38,0.28852485,19.5,304.6469976
HKW,HKW067-SCPT,6.06879216,20.49496,20.52083032,0.17069872,0.061596,364.754904,0.841818644,-2.53E-05,1.548214371,118.17,56.055,0.661182855,19.5,307.6781679
HKW,HKW067-SCPT,8.076479025,25.83464,25.86874736,0.2123008,0.081208,343.9497748,0.826326965,-6.25E-05,1.515022095,157.56,74.74,0.564200607,19.5,308.6664661
HKW,HKW067-SCPT,9.077301999,31.19808,31.23589344,0.24240192,0.090032,369.5865165,0.780818738,-9.74E-05,1.459355804,177.06,83.99,0.520026543,19.5,308.6780743
HKW,HKW067-SCPT,33.49251472,10.93444,11.09843152,0.252497,0.390456,33.72083294,2.498836876,0.006176413,2.508826148,653.25,309.875,0.309755709,19.5,308.6664661
HKW,HKW067-SCPT,10.07788452,28.2274,28.2698704,0.2173196,0.10112,301.2057181,0.774375067,-7.85E-05,1.498282339,196.56,93.24,0.520495615,19.5,309.6631813
HKW,HKW067-SCPT,11.07242504,23.4672,23.51394096,0.19600488,0.111288,227.4944839,0.841500029,-9.80E-05,1.593853352,216.06,102.49,0.522101308,19.5,309.6631813
HKW,HKW067-SCPT,13.08006682,14.86348,14.91920728,0.13208476,0.132684,121.3019986,0.901268218,-9.45E-05,1.792545934,255.06,120.99,0.563264466,19.5,309.6747522
HKW,HKW067-SCPT,15.06914788,19.00856,19.07189936,0.16381416,0.150808,134.7414387,0.874585974,-0.000189404,1.728860073,293.67,139.305,0.499953315,19.5,309.6747522
HKW,HKW067-SCPT,39.44557649,16.76356,16.90642888,0.34976692,0.340164,44.22563964,2.190212654,-0.003714903,2.372701957,769.08,364.82,0.242288517,19.5,310.5628534
HKW,HKW067-SCPT,37.94008416,14.27904,14.4058632,0.27118136,0.30196,38.93987889,2.002053179,-0.006033012,2.38945299,739.83,350.945,0.281796709,19.5,312.1839647
HKW,HKW067-SCPT,7.106863277,33.62168,33.6487196,0.29314488,0.06438,511.4422673,0.873653054,-0.00024454,1.450033806,138.45,65.675,0.530717243,19.5,316.5302022
HKW,HKW067-SCPT,17.06491715,38.8406,38.89473968,0.36862624,0.128904,244.7223469,0.952060975,-0.001104438,1.558196957,332.67,157.805,0.353968854,19.5,324.2464558
HKW,HKW067-SCPT,14.08161868,23.99408,24.05355032,0.19052668,0.141596,182.4780566,0.800547075,-0.000116182,1.61197843,274.56,130.24,0.486282233,19.5,330.832063
HKW,HKW067-SCPT,23.03248343,27.36084,27.44092392,0.3501708,0.190676,126.7370618,1.35557443,-0.001408317,1.840009666,449.28,213.12,0.316103476,19.5,330.832063
HKW,HKW067-SCPT,24.54871383,21.66028,21.71373088,0.2436348,0.127264,93.55734185,1.22180462,-0.00567642,1.893978492,478.53,226.995,0.360441676,19.5,330.8217135
HKW,HKW067-SCPT,26.05293984,6.49116,6.6324144,0.19155544,0.33632,25.37907599,3.519340203,0.015940438,2.724854104,508.17,241.055,0.39181144,19.5,330.832063
HKW,HKW067-SCPT,29.02428315,29.85548,29.9584808,0.4142666,0.24524,109.5860896,1.477900769,-0.001765298,1.913495023,565.89,268.435,0.261154062,19.5,330.832063
HKW,HKW067-SCPT,19.05552145,31.58596,31.66291912,0.30043612,0.183236,177.5279979,0.959723206,-0.000386411,1.638484313,371.67,176.305,0.364926189,19.5,354.2225517
HKW,HKW067-SCPT,20.04377953,36.95768,37.03497176,0.30544596,0.184028,197.6437372,0.834145467,-0.000585267,1.550264143,390.78,185.37,0.354995331,19.5,354.2124361
HKW,HKW067-SCPT,27.52153752,6.7602,7.02364416,0.15496668,0.627248,25.42757922,2.667581432,0.119019138,2.68120041,536.64,254.56,0.433496335,19.5,354.2326671
HKW,HKW067-SCPT,30.51743738,16.4322,16.51763136,0.20132764,0.203408,56.38810433,1.256973313,-0.007356882,2.091262176,595.14,282.31,0.357388578,19.5,354.2326671
HKW,HKW067-SCPT,36.44257986,13.19216,13.33378736,0.22773052,0.337208,37.43695645,1.888108435,-0.001218782,2.375255704,710.58,337.07,0.312347207,19.5,372.8898738
HKW,HKW067-SCPT,21.56176727,34.79388,34.86341352,0.3026538,0.165556,172.8437062,0.892866534,-0.001522941,1.611919387,420.42,199.43,0.34804047,19.5,381.0448394
HKW,HKW067-SCPT,32.03938842,26.93812,27.02995552,0.3096308,0.218656,89.02715998,1.209681789,-0.004042946,1.905868949,624.78,296.37,0.288790253,19.5,381.7489094
HKW,HKW067-SCPT,40.89347346,16.63728,16.7690676,0.28696192,0.31378,42.22033643,1.821245174,-0.006696073,2.330415339,797.55,378.325,0.263889726,19.5,308.9954241
HKW,HKW067-SCPT,45.29841286,11.78912,11.94839072,0.30794808,0.379216,26.40925639,2.807347455,-0.0067914,2.641006771,883.35,419.025,0.24078832,19.5,309.8882774
HKW,HKW067-SCPT,42.36797799,14.49376,14.65026208,0.29840724,0.372624,35.27605279,2.176685334,-0.004085324,2.463586953,826.02,391.83,0.253941786,19.5,311.1244128
HKW,HKW067-SCPT,43.83648163,10.20904,10.38948544,0.31413084,0.429632,23.51269598,3.307621675,-0.001711538,2.725710639,854.88,405.52,0.242160856,19.5,325.3497282
HKW,HKW067-SCPT,49.69135049,26.39068,26.55011872,0.27960136,0.379616,55.61270897,1.064501692,-0.006093048,2.063542881,969.15,459.725,0.250628084,19.5,330.5589837
HKW,HKW067-SCPT,53.99301266,17.64056,17.66847824,0.22242068,0.066472,33.26605974,1.340896574,-0.029111179,2.361942706,1053,499.5,0.261773192,19.5,331.3957219
HKW,HKW067-SCPT,48.19472839,19.7628,19.90601832,0.36983116,0.340996,42.53788986,2.021941512,-0.00718033,2.365579974,939.9,445.85,0.21238708,19.5,356.5691385
HKW,HKW067-SCPT,51.0945873,18.67372,18.8088256,0.50057712,0.32168,37.68840323,2.841325312,-0.011379001,2.520358871,996.45,472.675,0.167541363,19.5,356.8004751
HKW,HKW067-SCPT,46.75521409,19.91256,20.04923472,0.2755052,0.325416,44.21535974,1.55252397,-0.007846876,2.270307617,911.82,432.53,0.251639755,19.5,420.1143328
HKW,HKW067-SCPT,52.60486222,16.85864,16.77478112,0.41672652,-0.199664,32.37741429,2.699357397,-0.047520645,2.557640446,1025.7,486.55,0.184953369,19.5,435.5764685
HKW,HKW062-SCPT,40.98953815,13.59404,13.83637328,0.23014148,0.576984,34.39500475,1.891287184,0.015839317,2.421088893,799.11,379.065,0.295067277,19.5,276.0659366
HKW,HKW062-SCPT,45.47707476,17.36356,17.56354888,0.2360866,0.476164,39.63417691,1.454754941,0.00076635,2.286601934,886.86,420.69,0.277999121,19.5,292.2076609
HKW,HKW062-SCPT,49.97069691,24.30324,24.51475872,0.24180684,0.503616,50.91200687,1.02705007,-0.000366527,2.084456135,974.61,462.315,0.259886146,19.5,308.4944093
HKW,HKW062-SCPT,42.49617591,14.26452,14.49969312,0.27117916,0.559936,34.78224222,2.069367845,0.010402726,2.444330389,828.75,393.125,0.266954028,19.5,309.9414118
HKW,HKW062-SCPT,43.99560212,12.79852,13.01342728,0.16491808,0.511684,29.84453362,1.600834668,0.005851029,2.423597773,858,407,0.332801213,19.5,331.1959289
HKW,HKW062-SCPT,48.51369423,25.03248,25.23712416,0.25202384,0.487248,54.12271662,1.037491003,-0.000414799,2.056912709,946.14,448.81,0.257754919,19.5,331.4365628
HKW,HKW062-SCPT,54.44486599,24.80724,25.03157376,0.30498868,0.534128,47.61400557,1.377271772,3.27E-05,2.183559491,1061.58,503.57,0.223945484,19.5,350.1140132
HKW,HKW062-SCPT,47.01083261,28.61684,28.82345984,0.33897276,0.491952,64.11349445,1.394875534,0.002006905,2.080496755,916.89,434.935,0.224470603,19.5,382.2832574
HKW,HKW062-SCPT,52.97454825,25.71276,25.93203696,0.25654392,0.522088,50.81571987,1.029502176,-0.000848574,2.092384506,1033.11,490.065,0.244244207,19.5,394.7244531
HKW,HKW062-SCPT,51.47789376,21.90304,22.10818312,0.24473848,0.488436,44.28786704,1.553749052,0.000114739,2.223157148,1003.86,476.19,0.258049876,19.5,400.8626587
HKW,HKW062-SCPT,5.009410495,1.5746,1.63272296,0.04287028,0.138388,33.11867807,2.885824575,0.065777278,2.612854712,97.5,46.25,1.034390746,19.5,211.4250587
HKW,HKW062-SCPT,6.028871304,3.60696,3.59549736,0.06132072,-0.027292,62.31590268,2.103843055,-0.030785986,2.328092649,117.39,55.685,0.903855106,19.5,222.822519
HKW,HKW062-SCPT,21.513454,11.27164,11.36341,0.11448032,0.2185,54.9644548,1.049005974,-0.000197964,2.067164028,419.64,199.06,0.500574627,19.5,275.3414901
HKW,HKW062-SCPT,8.02548965,16.78364,16.818836,0.15505136,0.0838,224.5181843,0.93367677,9.66E-05,1.675699944,156.39,74.185,0.624844205,19.5,289.6291413
HKW,HKW062-SCPT,31.99381491,13.19104,13.32574408,0.13619784,0.320724,42.91659837,1.072167391,-0.000572773,2.152313625,624,296,0.40660984,19.5,291.9979319
HKW,HKW062-SCPT,34.98971901,29.72844,29.75806344,0.22206108,0.070532,89.76429799,0.772489484,-0.011427402,1.760661873,682.11,323.565,0.327899275,19.5,292.094938
HKW,HKW062-SCPT,36.48167415,17.56284,17.66157192,0.16658088,0.235076,50.2347603,0.98459853,-0.008111674,2.059463413,711.36,337.44,0.356395736,19.5,292.1309695
HKW,HKW062-SCPT,7.032778687,27.75976,27.7888744,0.18731464,0.06932,424.5171024,0.677832032,-0.000101757,1.416681169,137.28,65.12,0.613477254,19.5,307.6548216
HKW,HKW062-SCPT,9.057372939,17.2584,17.2966872,0.13560892,0.09116,204.2237595,0.793515517,-9.87E-05,1.638799651,176.67,83.805,0.627027152,19.5,308.5781607
HKW,HKW062-SCPT,19.01646434,23.22768,23.30849472,0.20197404,0.192416,130.3458616,0.881293847,-0.000110376,1.712749071,370.89,175.935,0.426805063,19.5,309.5199194
HKW,HKW062-SCPT,39.49040187,14.49284,14.73799736,0.24935504,0.583708,38.22955163,1.825971224,0.013701799,2.366227437,770.25,365.375,0.289715496,19.5,310.6296513
HKW,HKW062-SCPT,10.02969829,24.69428,24.73608008,0.17920924,0.099524,264.9622805,0.730132386,-0.000129344,1.51902741,195.39,92.685,0.556067921,19.5,329.0391117
HKW,HKW062-SCPT,12.01880524,24.09912,24.14669592,0.18596172,0.113276,215.1574908,0.781959016,-0.000402876,1.574569998,234.39,111.185,0.517100122,19.5,329.5641146
HKW,HKW062-SCPT,16.00927436,22.34156,22.4062484,0.18289188,0.15402,149.2750669,0.82757844,-0.000454875,1.669019533,312,148,0.471040205,19.5,330.1456123
HKW,HKW062-SCPT,18.02291482,27.63416,27.7062404,0.23044172,0.17162,164.1106475,0.842494826,-0.000481754,1.62715356,351.39,166.685,0.414203143,19.5,330.2032838
HKW,HKW062-SCPT,20.0119987,15.8108,15.89205656,0.16732892,0.193468,83.82443874,1.124183204,-0.000809935,1.94120386,390.39,185.185,0.449401156,19.5,330.2602421
HKW,HKW062-SCPT,23.0079028,17.46912,17.56582584,0.1650194,0.230252,80.51399986,0.979045364,-0.000310583,1.897268047,448.5,212.75,0.428539978,19.5,330.3460126
HKW,HKW062-SCPT,24.51813315,14.5656,14.66922744,0.1360142,0.246732,62.57692961,0.959696481,-0.000324725,1.979742499,478.14,226.81,0.449411804,19.5,330.3892409
HKW,HKW062-SCPT,26.0038069,20.9686,21.05686048,0.1825778,0.210144,85.41646591,0.887825139,-0.002841415,1.834627627,507,240.5,0.394483473,19.5,330.4317608
HKW,HKW062-SCPT,27.46691951,16.89136,16.96575712,0.18168132,0.177136,64.61646371,1.260156461,-0.006306259,2.000282639,535.47,254.005,0.400516572,19.5,330.5618224
HKW,HKW062-SCPT,29.01799151,22.89348,22.99929312,0.2007668,0.251936,83.51037321,0.89600444,-0.002029035,1.840457607,565.89,268.435,0.364059761,19.5,330.5076506
HKW,HKW062-SCPT,30.49766306,17.55048,17.67372648,0.17427372,0.293444,60.54956402,1.020532394,-0.001120465,1.999713271,594.75,282.125,0.376266419,19.5,330.5603415
HKW,HKW062-SCPT,37.96900972,29.2556,29.4014072,0.24746268,0.34716,81.62302089,0.861605139,-0.001480004,1.813669211,740.22,351.13,0.297161191,19.5,330.8516294
HKW,HKW062-SCPT,13.01457039,24.61116,24.66256968,0.2070874,0.122404,202.6392859,0.847924155,-0.000440952,1.609231443,253.89,120.435,0.486286496,19.5,353.501414
HKW,HKW062-SCPT,15.02221501,21.09792,21.1542084,0.1813832,0.13402,150.2144866,0.868901684,-0.000955438,1.691380078,292.89,138.935,0.4835164,19.5,353.5652498
HKW,HKW062-SCPT,17.01729473,26.00836,26.0746948,0.23463368,0.15794,163.5739056,0.912070196,-0.000640089,1.662015237,331.89,157.435,0.420303455,19.5,353.6084726
HKW,HKW062-SCPT,33.4947673,17.00148,17.1329988,0.16192688,0.31314,53.15586662,0.987437632,-0.001683432,2.041495864,653.25,309.875,0.373635217,19.5,354.0488453
HKW,HKW062-SCPT,11.05423845,19.81512,19.8616896,0.1802312,0.11088,192.0676913,0.920540384,-0.00013393,1.670145173,215.67,102.305,0.538944447,19.5,380.1457259
HKW,HKW062-SCPT,14.033701,29.82832,29.87951296,0.2634972,0.121888,228.2114801,0.895406963,-0.000742616,1.580485138,273.78,129.87,0.433333061,19.5,386.5248701
HKW,HKW060-SCPT,43.61744504,5.41608,6.17951568,0.11104468,1.817704,13.21692837,2.254023787,0.35398214,2.862468638,850.59,403.485,0.405044671,19.5,296.5745241
HKW,HKW060-SCPT,45.07123629,15.28132,15.58039696,0.1298896,0.712088,35.20989263,1.304467421,0.076368923,2.276371007,879.06,416.99,0.367716397,19.5,303.8692761
HKW,HKW060-SCPT,40.67229778,13.63636,13.60285912,0.20068004,-0.079764,34.02735114,1.631621328,-0.0392866,2.369917591,793.26,376.29,0.31784523,19.5,309.4367822
HKW,HKW060-SCPT,42.16041823,12.34412,12.53737376,0.17125456,0.460128,30.06040078,1.715526567,0.006080434,2.43625222,822.12,389.98,0.335069632,19.5,322.0724863
HKW,HKW060-SCPT,46.54574082,18.3618,18.2991276,0.21960676,-0.14922,40.39937538,1.300391473,-0.036187408,2.227373947,907.53,430.495,0.29208339,19.5,330.1920562
HKW,HKW060-SCPT,48.06803022,20.12344,20.12846152,0.2332776,0.011956,43.13757805,1.598141881,-0.030121111,2.235663412,937.17,444.555,0.275883446,19.5,330.5299043
HKW,HKW060-SCPT,49.44559973,33.5062,33.67863688,0.29742736,0.410564,71.53741228,0.909003194,-0.002943965,1.89498615,964.08,457.32,0.233588845,19.5,381.0367667
HKW,HKW060-SCPT,50.95556259,34.55972,34.74101552,0.32237572,0.431656,71.59591191,0.955318616,-0.00267281,1.914272185,993.72,471.38,0.219586629,19.5,381.6967049
HKW,HKW060-SCPT,52.29630849,35.87472,36.01791648,0.30410932,0.340944,72.33880646,0.870633641,-0.005561017,1.879361457,1019.85,483.775,0.223503888,19.5,381.0560794
HKW,HKW060-SCPT,7.964628078,18.30448,18.3444976,0.12027404,0.09528,246.8663994,0.661627099,0.000750464,1.548994571,155.22,73.63,0.676766153,19.5,185.0995084
HKW,HKW060-SCPT,5.028553268,16.05928,16.0885372,0.10776348,0.06966,343.9028844,0.674768633,0.001147064,1.531056112,97.89,46.435,0.799757397,19.5,200.8626417
HKW,HKW060-SCPT,6.988092183,17.14944,17.18464944,0.1168178,0.083832,264.127934,0.684504611,0.000727112,1.559509867,136.11,64.565,0.710428569,19.5,211.5098685
HKW,HKW060-SCPT,6.005089163,17.2578,17.28779472,0.13955144,0.071416,311.6708892,0.805294323,0.000844917,1.597007708,117,55.5,0.717317292,19.5,221.4696596
HKW,HKW060-SCPT,9.986251395,13.08312,13.13371152,0.10988164,0.120456,140.2149587,0.85114749,0.001409767,1.764001161,194.61,92.315,0.649556482,19.5,241.4977746
HKW,HKW060-SCPT,8.984674189,30.0498,30.09369504,0.18091176,0.104512,359.8424867,0.606231507,0.000418111,1.389068944,175.11,83.065,0.574537339,19.5,247.7998701
HKW,HKW060-SCPT,30.3404148,8.87016,9.02378256,0.12468744,0.365768,30.03048489,1.60500459,0.006487413,2.405193657,591.63,280.645,0.434068504,19.5,255.1739047
HKW,HKW060-SCPT,22.918742,17.1132,17.08603944,0.13176352,-0.064668,78.48167332,0.805663124,-0.018044938,1.834974936,446.94,212.01,0.472866778,19.5,257.5850092
HKW,HKW060-SCPT,12.86153523,22.32212,22.374494,0.17587284,0.1247,185.744411,0.803626813,-0.00030578,1.621350696,250.77,118.955,0.515413662,19.5,261.1455146
HKW,HKW060-SCPT,18.95369645,26.78672,26.86057952,0.23532824,0.175856,150.9941749,0.889521208,-0.000710701,1.666467088,369.72,175.38,0.403194752,19.5,275.7939453
HKW,HKW060-SCPT,11.97683251,16.88052,16.93023288,0.14699416,0.118364,150.8581654,0.877655605,-0.000275555,1.72572516,233.61,110.815,0.561831112,19.5,281.670971
HKW,HKW060-SCPT,24.38724564,13.32752,13.36882448,0.14203824,0.098344,57.23709096,1.152259807,-0.012681384,2.06961908,475.41,225.515,0.443844462,19.5,282.7401201
HKW,HKW060-SCPT,21.42594904,19.95884,19.97635568,0.15428568,0.041704,98.69716873,0.785574576,-0.009227451,1.756579975,417.69,198.135,0.456003662,19.5,290.3167188
HKW,HKW060-SCPT,15.94512208,30.24008,30.3071792,0.22995704,0.15976,203.185954,0.764836576,-2.59E-05,1.547951094,310.83,147.445,0.436645958,19.5,292.4130546
HKW,HKW060-SCPT,11.0122608,19.055,19.10094296,0.14787008,0.109388,185.2283096,0.78234504,-0.00019099,1.636094409,214.89,101.935,0.574197184,19.5,300.6889768
HKW,HKW060-SCPT,16.94099776,39.47616,39.55431192,0.34780812,0.186076,250.3329165,0.88672215,0.000316612,1.521611603,330.33,156.695,0.360550641,19.5,300.7746231
HKW,HKW060-SCPT,25.88632525,18.43764,18.49734048,0.17425324,0.142144,75.08055673,1.038246267,-0.006278169,1.912007054,504.66,239.39,0.408961541,19.5,304.8573512
HKW,HKW060-SCPT,39.22459035,15.37292,15.33262688,0.2013876,-0.095936,40.20058832,1.622969166,-0.043149704,2.3007738,764.79,362.785,0.325676242,19.5,304.8455621
HKW,HKW060-SCPT,13.96741363,24.34132,24.4104184,0.17239644,0.16452,186.7965356,0.717697254,0.000872549,1.571016499,272.22,129.13,0.504551448,19.5,309.8851286
HKW,HKW060-SCPT,27.36683067,24.2712,24.37849152,0.23869088,0.255456,94.24193834,1.000062608,-0.001076505,1.83124431,533.52,253.08,0.345851775,19.5,310.869366
